Days,Date,0_Cases,1_DailyCases,2_DailyCases- 3-daymovingaverage,3_DailyCases- 7-daymovingaverage,4_CurrentlyInfected
263,"Nov 04, 2020",30,0,0,0,1
264,"Nov 05, 2020",30,0,0,0,1
265,"Nov 06, 2020",30,0,0,0,1
266,"Nov 07, 2020",30,0,0,0,1
267,"Nov 08, 2020",30,0,0,0,1
268,"Nov 09, 2020",30,0,0,0,1
269,"Nov 10, 2020",30,0,0,0,1
270,"Nov 11, 2020",30,0,0,0,1
271,"Nov 12, 2020",30,0,0,0,1
272,"Nov 13, 2020",30,0,0,0,1
273,"Nov 14, 2020",30,0,0,0,0
274,"Nov 15, 2020",30,0,0,0,0
275,"Nov 16, 2020",30,0,0,0,0
276,"Nov 17, 2020",30,0,0,0,0
277,"Nov 18, 2020",30,0,0,0,0
278,"Nov 19, 2020",30,0,0,0,0
279,"Nov 20, 2020",30,0,0,0,0
280,"Nov 21, 2020",30,0,0,0,0
281,"Nov 22, 2020",30,0,0,0,0
282,"Nov 23, 2020",30,0,0,0,0
283,"Nov 24, 2020",30,0,0,0,0
284,"Nov 25, 2020",30,0,0,0,0
285,"Nov 26, 2020",30,0,0,0,0
286,"Nov 27, 2020",30,0,0,0,0
287,"Nov 28, 2020",30,0,0,0,0
288,"Nov 29, 2020",30,0,0,0,0
289,"Nov 30, 2020",30,0,0,0,0
290,"Dec 01, 2020",30,0,0,0,0
291,"Dec 02, 2020",31,1,0,0,1
292,"Dec 03, 2020",31,0,1,0,1
293,"Dec 04, 2020",31,0,0,0,1
294,"Dec 05, 2020",31,0,0,1,1
295,"Dec 06, 2020",31,0,0,0,1
296,"Dec 07, 2020",31,0,0,0,1
297,"Dec 08, 2020",31,0,0,0,1
298,"Dec 09, 2020",31,0,0,0,1
299,"Dec 10, 2020",31,0,0,0,1
300,"Dec 11, 2020",31,0,0,0,1
301,"Dec 12, 2020",31,0,0,0,1
302,"Dec 13, 2020",31,0,0,0,1
303,"Dec 14, 2020",31,0,0,0,1
304,"Dec 15, 2020",31,0,0,0,1
305,"Dec 16, 2020",31,0,0,0,1
306,"Dec 17, 2020",31,0,0,0,1
307,"Dec 18, 2020",31,0,0,0,1
308,"Dec 19, 2020",31,0,0,0,-4
309,"Dec 20, 2020",31,0,0,0,0
310,"Dec 21, 2020",31,0,0,0,0
311,"Dec 22, 2020",33,2,1,0,2
312,"Dec 23, 2020",33,0,0,1,2
313,"Dec 24, 2020",41,8,4,1,10
314,"Dec 25, 2020",41,0,2,1,9
315,"Dec 26, 2020",41,0,3,2,9
316,"Dec 27, 2020",41,0,0,1,9
317,"Dec 28, 2020",44,3,1,2,12
318,"Dec 29, 2020",44,0,1,2,12
319,"Dec 30, 2020",44,0,1,1,12
320,"Dec 31, 2020",44,0,0,1,12
321,"Jan 01, 2021",44,0,0,0,12
322,"Jan 02, 2021",44,0,0,1,12
323,"Jan 03, 2021",46,2,1,0,14
324,"Jan 04, 2021",49,3,1,1,12
325,"Jan 05, 2021",49,0,2,1,12
326,"Jan 06, 2021",49,0,1,0,12
327,"Jan 07, 2021",49,0,0,1,9
328,"Jan 08, 2021",49,0,0,1,9
329,"Jan 09, 2021",49,0,0,1,9
330,"Jan 10, 2021",49,0,0,0,8
331,"Jan 11, 2021",49,0,0,0,8
332,"Jan 12, 2021",49,0,0,0,5
333,"Jan 13, 2021",51,2,1,0,6
334,"Jan 14, 2021",51,0,0,1,6
335,"Jan 15, 2021",51,0,1,0,6
336,"Jan 16, 2021",52,1,0,0,3
337,"Jan 17, 2021",52,0,1,1,3
338,"Jan 18, 2021",52,0,0,0,3
339,"Jan 19, 2021",52,0,0,1,3
340,"Jan 20, 2021",53,1,0,0,4
341,"Jan 21, 2021",53,0,1,0,4
342,"Jan 22, 2021",53,0,0,0,4
343,"Jan 23, 2021",64,11,4,2,15
344,"Jan 24, 2021",67,3,4,2,17
345,"Jan 25, 2021",67,0,5,2,17
346,"Jan 26, 2021",67,0,1,3,17
347,"Jan 27, 2021",68,1,0,2,14
348,"Jan 28, 2021",68,0,1,2,14
349,"Jan 29, 2021",69,1,0,2,15
350,"Jan 30, 2021",70,1,1,1,15
351,"Jan 31, 2021",70,0,1,0,15
352,"Feb 01, 2021",70,0,0,1,15
353,"Feb 02, 2021",75,5,2,1,20
354,"Feb 03, 2021",77,2,2,1,20
355,"Feb 04, 2021",80,3,3,2,23
356,"Feb 05, 2021",80,0,2,2,19
357,"Feb 06, 2021",80,0,1,1,19
358,"Feb 07, 2021",80,0,0,1,19
359,"Feb 08, 2021",80,0,0,2,19
360,"Feb 09, 2021",86,6,2,1,25
361,"Feb 10, 2021",86,0,2,2,25
362,"Feb 11, 2021",100,14,7,3,38
363,"Feb 12, 2021",100,0,4,2,38
364,"Feb 13, 2021",101,1,5,3,39
365,"Feb 14, 2021",102,1,1,4,40
366,"Feb 15, 2021",102,0,1,3,40
367,"Feb 16, 2021",102,0,0,2,40
368,"Feb 17, 2021",102,0,0,2,40
369,"Feb 18, 2021",103,1,0,1,22
370,"Feb 19, 2021",103,0,1,0,22
371,"Feb 20, 2021",103,0,0,0,21
372,"Feb 21, 2021",103,0,0,1,21
373,"Feb 22, 2021",103,0,0,0,21
374,"Feb 23, 2021",107,4,1,0,25
375,"Feb 24, 2021",109,2,2,1,21
376,"Feb 25, 2021",110,1,3,1,21
377,"Feb 26, 2021",110,0,1,1,21
378,"Feb 27, 2021",111,1,0,2,22
379,"Feb 28, 2021",113,2,1,1,23
380,"Mar 01, 2021",113,0,1,1,23
381,"Mar 02, 2021",113,0,1,1,23
382,"Mar 03, 2021",113,0,0,1,23
383,"Mar 04, 2021",113,0,0,0,23
384,"Mar 05, 2021",119,6,2,2,25
385,"Mar 06, 2021",119,0,2,1,25
386,"Mar 07, 2021",122,3,3,1,28
387,"Mar 08, 2021",122,0,1,1,28
