Days,Date,0_Cases,1_DailyCases,2_DailyCases- 3-daymovingaverage,3_DailyCases- 7-daymovingaverage,4_CurrentlyInfected
263,"Nov 04, 2020",1,0,0,0,0
264,"Nov 05, 2020",1,0,0,0,0
265,"Nov 06, 2020",1,0,0,0,0
266,"Nov 07, 2020",1,0,0,0,0
267,"Nov 08, 2020",1,0,0,0,0
268,"Nov 09, 2020",1,0,0,0,0
269,"Nov 10, 2020",1,0,0,0,0
270,"Nov 11, 2020",1,0,0,0,0
271,"Nov 12, 2020",1,0,0,0,0
272,"Nov 13, 2020",1,0,0,0,0
273,"Nov 14, 2020",1,0,0,0,0
274,"Nov 15, 2020",1,0,0,0,0
275,"Nov 16, 2020",1,0,0,0,0
276,"Nov 17, 2020",2,1,0,0,1
277,"Nov 18, 2020",2,0,1,0,1
278,"Nov 19, 2020",2,0,0,0,1
279,"Nov 20, 2020",2,0,0,1,1
280,"Nov 21, 2020",2,0,0,0,1
281,"Nov 22, 2020",2,0,0,0,1
282,"Nov 23, 2020",2,0,0,0,1
283,"Nov 24, 2020",2,0,0,0,1
284,"Nov 25, 2020",3,1,0,0,2
285,"Nov 26, 2020",3,0,1,0,2
286,"Nov 27, 2020",3,0,0,0,2
287,"Nov 28, 2020",3,0,0,1,2
288,"Nov 29, 2020",3,0,0,0,2
289,"Nov 30, 2020",3,0,0,0,2
290,"Dec 01, 2020",3,0,0,0,2
291,"Dec 02, 2020",3,0,0,0,2
292,"Dec 03, 2020",3,0,0,0,2
293,"Dec 04, 2020",3,0,0,0,2
294,"Dec 05, 2020",3,0,0,0,2
295,"Dec 06, 2020",3,0,0,0,2
296,"Dec 07, 2020",3,0,0,0,2
297,"Dec 08, 2020",3,0,0,0,2
298,"Dec 09, 2020",3,0,0,0,2
299,"Dec 10, 2020",3,0,0,0,2
300,"Dec 11, 2020",3,0,0,0,2
301,"Dec 12, 2020",3,0,0,0,2
302,"Dec 13, 2020",3,0,0,0,2
303,"Dec 14, 2020",3,0,0,0,2
304,"Dec 15, 2020",3,0,0,0,2
305,"Dec 16, 2020",4,1,0,0,3
306,"Dec 17, 2020",4,0,1,0,3
307,"Dec 18, 2020",4,0,0,0,3
308,"Dec 19, 2020",4,0,0,1,3
309,"Dec 20, 2020",4,0,0,0,3
310,"Dec 21, 2020",4,0,0,0,3
311,"Dec 22, 2020",4,0,0,0,3
312,"Dec 23, 2020",4,0,0,0,3
313,"Dec 24, 2020",4,0,0,0,3
314,"Dec 25, 2020",4,0,0,0,3
315,"Dec 26, 2020",4,0,0,0,3
316,"Dec 27, 2020",4,0,0,0,3
317,"Dec 28, 2020",4,0,0,0,3
318,"Dec 29, 2020",4,0,0,0,3
319,"Dec 30, 2020",4,0,0,0,3
320,"Dec 31, 2020",4,0,0,0,3
321,"Jan 01, 2021",4,0,0,0,3
322,"Jan 02, 2021",4,0,0,0,3
323,"Jan 03, 2021",4,0,0,0,3
324,"Jan 04, 2021",4,0,0,0,3
325,"Jan 05, 2021",4,0,0,0,3
326,"Jan 06, 2021",4,0,0,0,3
327,"Jan 07, 2021",4,0,0,0,3
328,"Jan 08, 2021",4,0,0,0,3
329,"Jan 09, 2021",4,0,0,0,3
330,"Jan 10, 2021",4,0,0,0,3
331,"Jan 11, 2021",4,0,0,0,3
332,"Jan 12, 2021",4,0,0,0,3
333,"Jan 13, 2021",4,0,0,0,3
334,"Jan 14, 2021",4,0,0,0,3
335,"Jan 15, 2021",4,0,0,0,3
336,"Jan 16, 2021",4,0,0,0,3
337,"Jan 17, 2021",4,0,0,0,3
338,"Jan 18, 2021",4,0,0,0,3
339,"Jan 19, 2021",4,0,0,0,3
340,"Jan 20, 2021",4,0,0,0,3
341,"Jan 21, 2021",4,0,0,0,3
342,"Jan 22, 2021",4,0,0,0,0
343,"Jan 23, 2021",4,0,0,0,0
344,"Jan 24, 2021",4,0,0,0,0
345,"Jan 25, 2021",4,0,0,0,0
346,"Jan 26, 2021",5,1,0,0,1
347,"Jan 27, 2021",5,0,1,0,1
348,"Jan 28, 2021",5,0,0,0,1
349,"Jan 29, 2021",5,0,0,1,1
350,"Jan 30, 2021",5,0,0,0,1
351,"Jan 31, 2021",5,0,0,0,1
352,"Feb 01, 2021",5,0,0,0,1
353,"Feb 02, 2021",5,0,0,0,1
354,"Feb 03, 2021",5,0,0,0,1
355,"Feb 04, 2021",5,0,0,0,1
356,"Feb 05, 2021",5,0,0,0,1
357,"Feb 06, 2021",5,0,0,0,1
358,"Feb 07, 2021",5,0,0,0,1
359,"Feb 08, 2021",9,4,1,1,5
360,"Feb 09, 2021",9,0,2,0,5
361,"Feb 10, 2021",9,0,1,1,4
362,"Feb 11, 2021",9,0,0,0,4
363,"Feb 12, 2021",9,0,0,1,4
364,"Feb 13, 2021",9,0,0,0,4
365,"Feb 14, 2021",9,0,0,1,4
366,"Feb 15, 2021",9,0,0,0,4
367,"Feb 16, 2021",9,0,0,0,4
368,"Feb 17, 2021",9,0,0,0,4
369,"Feb 18, 2021",9,0,0,0,4
370,"Feb 19, 2021",9,0,0,0,4
371,"Feb 20, 2021",9,0,0,0,4
372,"Feb 21, 2021",9,0,0,0,4
373,"Feb 22, 2021",9,0,0,0,3
374,"Feb 23, 2021",9,0,0,0,3
375,"Feb 24, 2021",9,0,0,0,3
376,"Feb 25, 2021",9,0,0,0,3
377,"Feb 26, 2021",9,0,0,0,2
378,"Feb 27, 2021",9,0,0,0,2
379,"Feb 28, 2021",9,0,0,0,2
380,"Mar 01, 2021",9,0,0,0,2
381,"Mar 02, 2021",9,0,0,0,2
382,"Mar 03, 2021",9,0,0,0,2
383,"Mar 04, 2021",9,0,0,0,2
384,"Mar 05, 2021",9,0,0,0,2
385,"Mar 06, 2021",9,0,0,0,2
386,"Mar 07, 2021",10,1,0,0,3
387,"Mar 08, 2021",16,6,3,1,9
